,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),year,month,latitude_decimal,longitude_decimal
429,2011-12-14 05:01:38,62.9S,89.6E,32.4,,,,,50000000000.0,0.16,2011,12,-62.9,89.6
431,2011-11-20 05:25:05,27.9S,116.3E,,,,,,23000000000.0,0.082,2011,11,-27.9,116.3
432,2011-10-12 07:13:20,26.4S,78.4W,,,,,,36000000000.0,0.12,2011,10,-26.4,-78.4
433,2011-09-13 23:36:47,19.9S,13.8W,21.3,16.7,-3.7,1.8,16.2,67000000000.0,0.21,2011,9,-19.9,-13.8
434,2011-08-31 09:44:13,18.6N,5.1W,,,,,,27000000000.0,0.095,2011,8,18.6,-5.1
435,2011-08-20 20:01:37,27.2S,2.8W,,,,,,23000000000.0,0.082,2011,8,-27.2,-2.8
438,2011-08-04 07:25:57,40.7S,86.7W,63.0,,,,,28000000000.0,0.098,2011,8,-40.7,-86.7
439,2011-07-27 23:00:36,45.3S,63.5E,29.6,,,,,44000000000.0,0.15,2011,7,-45.3,63.5
441,2011-07-05 15:42:41,29.1N,139.7E,40.7,,,,,65000000000.0,0.21,2011,7,29.1,139.7
442,2011-07-04 09:18:04,51.7S,175.0E,,,,,,29000000000.0,0.1,2011,7,-51.7,175.0
443,2011-06-16 11:51:50,67.3N,21.4W,40.5,,,,,24000000000.0,0.086,2011,6,67.3,-21.4
444,2011-05-25 05:40:02,4.1N,14.0E,59.0,11.6,-3.4,-10.8,2.4,2280000000000.0,4.8,2011,5,4.1,14.0
445,2011-05-16 13:39:06,1.2S,92.8E,,,,,,20000000000.0,0.073,2011,5,-1.2,92.8
446,2011-04-27 20:38:09,1.4N,126.6W,28.7,,,,,220000000000.0,0.61,2011,4,1.4,-126.6
450,2011-04-06 08:30:55,71.1N,43.5W,22.2,12.7,3.3,11.8,-3.5,148000000000.0,0.43,2011,4,71.1,-43.5
451,2011-03-24 20:23:58,0.6N,127.5W,59.0,,,,,58000000000.0,0.19,2011,3,0.6,-127.5
453,2011-03-23 04:16:32,16.8S,85.6W,,,,,,22000000000.0,0.079,2011,3,-16.8,-85.6
454,2011-03-01 10:37:54,53.5N,103.9E,30.6,11.9,-6.7,-1.1,-9.8,37000000000.0,0.13,2011,3,53.5,103.9
455,2011-02-21 05:07:03,26.3N,43.7E,44.4,18.0,10.3,-14.8,0.1,39000000000.0,0.13,2011,2,26.3,43.7
456,2011-02-12 11:00:12,7.8N,95.3W,,,,,,20000000000.0,0.073,2011,2,7.8,-95.3
457,2011-01-21 15:11:43,18.9N,44.6W,61.0,,,,,72000000000.0,0.23,2011,1,18.9,-44.6
458,2011-01-08 19:38:44,33.3N,125.8W,48.0,,,,,29000000000.0,0.1,2011,1,33.3,-125.8
459,2010-12-25 23:24:00,38.0N,158.0E,26.0,18.1,18.0,-2.0,-4.0,20000000000000.0,33.0,2010,12,38.0,158.0
460,2010-12-14 00:27:53,4.9S,175.5E,24.0,,,,,39000000000.0,0.13,2010,12,-4.9,175.5
461,2010-12-09 02:54:07,54.5S,169.7W,66.0,,,,,63000000000.0,0.2,2010,12,-54.5,-169.7
462,2010-12-01 06:31:46,72.5S,144.9E,33.3,,,,,133000000000.0,0.39,2010,12,-72.5,144.9
463,2010-11-21 14:45:27,1.9N,143.3E,50.0,,,,,81000000000.0,0.25,2010,11,1.9,143.3
464,2010-11-19 07:25:56,10.3S,148.8E,30.0,,,,,33000000000.0,0.11,2010,11,-10.3,148.8
465,2010-11-10 08:26:35,74.5N,77.7W,,,,,,68000000000.0,0.22,2010,11,74.5,-77.7
466,2010-11-09 13:05:46,56.3S,16.7W,37.0,,,,,86000000000.0,0.27,2010,11,-56.3,-16.7
467,2010-11-09 06:56:52,14.0S,160.0W,26.0,,,,,20000000000.0,0.073,2010,11,-14.0,-160.0
468,2010-10-27 11:27:39,14.1S,67.7E,35.2,,,,,145000000000.0,0.42,2010,10,-14.1,67.7
470,2010-09-24 12:02:07,67.4S,50.6W,,,,,,50000000000.0,0.16,2010,9,-67.4,-50.6
471,2010-09-18 05:04:41,7.4N,36.7E,,,,,,67000000000.0,0.21,2010,9,7.4,36.7
472,2010-09-08 19:51:36,13.9S,65.5W,46.3,,,,,65000000000.0,0.21,2010,9,-13.9,-65.5
473,2010-09-05 23:37:33,25.9S,49.0E,35.2,,,,,683000000000.0,1.7,2010,9,-25.9,49.0
474,2010-09-03 12:04:58,61.0S,146.7E,33.3,12.3,9.8,-3.5,6.5,1750000000000.0,3.8,2010,9,-61.0,146.7
475,2010-08-17 04:19:37,20.7N,114.3W,33.3,,,,,21000000000.0,0.076,2010,8,20.7,-114.3
477,2010-08-05 19:31:48,21.5S,46.6E,,,,,,36000000000.0,0.12,2010,8,-21.5,46.6
478,2010-07-15 01:49:56,60.9N,178.1W,,,,,,24000000000.0,0.086,2010,7,60.9,-178.1
479,2010-07-06 23:54:43,34.1S,174.5W,26.0,15.7,12.1,10.0,0.2,7560000000000.0,14.0,2010,7,-34.1,-174.5
480,2010-06-26 06:04:38,0.5S,133.2E,50.0,,,,,113000000000.0,0.34,2010,6,-0.5,133.2
481,2010-06-21 06:42:00,22.5S,120.9W,,,,,,163000000000.0,0.47,2010,6,-22.5,-120.9
482,2010-06-17 04:24:45,26.1S,100.0E,42.0,,,,,119000000000.0,0.35,2010,6,-26.1,100.0
483,2010-04-17 02:21:58,13.1N,173.0W,,,,,,56000000000.0,0.18,2010,4,13.1,-173.0
484,2010-04-16 04:38:52,1.8N,176.9W,22.2,18.8,12.4,-13.2,-5.2,844000000000.0,2.0,2010,4,1.8,-176.9
485,2010-04-06 18:33:12,52.8N,146.5W,,,,,,80000000000.0,0.25,2010,4,52.8,-146.5
486,2010-03-18 16:11:16,32.4S,51.8W,,,,,,175000000000.0,0.5,2010,3,-32.4,-51.8
488,2010-03-14 18:44:42,33.8N,90.2W,35.6,,,,,42000000000.0,0.14,2010,3,33.8,-90.2
489,2010-03-08 22:44:41,18.2N,110.1E,53.0,,,,,30000000000.0,0.1,2010,3,18.2,110.1
490,2010-03-08 22:02:07,32.0N,92.9W,52.0,24.5,19.1,11.0,10.7,323000000000.0,0.85,2010,3,32.0,-92.9
491,2010-02-28 22:24:50,48.7N,21.0E,37.0,15.1,-11.7,2.7,-9.1,153000000000.0,0.44,2010,2,48.7,21.0
492,2010-02-26 22:46:13,37.3S,166.0W,,,,,,237000000000.0,0.65,2010,2,-37.3,-166.0
493,2010-02-24 19:55:58,2.6S,102.2W,,,,,,93000000000.0,0.28,2010,2,-2.6,-102.2
494,2010-01-15 19:17:54,8.3S,27.0E,25.0,14.0,-9.1,6.0,8.8,492000000000.0,1.2,2010,1,-8.3,27.0
496,2009-12-31 12:50:25,37.9N,178.3W,20.7,,,,,102000000000.0,0.31,2009,12,37.9,-178.3
497,2009-11-25 01:36:20,52.8S,136.5E,,,,,,64000000000.0,0.2,2009,11,-52.8,136.5
498,2009-11-21 20:53:00,22.0S,29.2E,38.0,32.1,3.0,-17.0,27.0,10000000000000.0,18.0,2009,11,-22.0,29.2
500,2009-11-18 07:07:19,40.4N,113.2W,31.5,,,,,736000000000.0,1.8,2009,11,40.4,-113.2
502,2009-11-07 11:31:59,45.5N,157.7W,,,,,,22000000000.0,0.079,2009,11,45.5,-157.7
503,2009-11-07 10:41:38,24.0N,64.1E,37.0,,,,,42000000000.0,0.14,2009,11,24.0,64.1
504,2009-10-11 12:49:51,78.3S,70.2E,27.8,,,,,71000000000.0,0.22,2009,10,-78.3,70.2
505,2009-10-08 02:57:00,4.2S,120.6E,19.1,19.2,14.0,-16.0,-6.0,20000000000000.0,33.0,2009,10,-4.2,120.6
506,2009-09-27 22:22:48,36.0S,67.6W,37.0,,,,,89000000000.0,0.27,2009,9,-36.0,-67.6
507,2009-09-18 20:13:56,7.7N,29.5W,,,,,,144000000000.0,0.42,2009,9,7.7,-29.5
508,2009-09-04 02:23:18,42.5N,110.0E,28.3,24.0,19.2,-11.6,-8.5,965000000000.0,2.3,2009,9,42.5,110.0
509,2009-08-23 21:17:19,67.7S,18.3E,34.0,12.2,-6.9,5.3,8.5,280000000000.0,0.75,2009,8,-67.7,18.3
510,2009-07-31 02:13:19,8.9N,121.9W,,,,,,25000000000.0,0.089,2009,7,8.9,-121.9
511,2009-07-16 06:39:05,24.4S,59.8W,32.2,,,,,727000000000.0,1.8,2009,7,-24.4,-59.8
513,2009-06-27 13:08:05,26.6S,12.6W,26.1,15.2,-11.6,1.6,9.7,32000000000.0,0.11,2009,6,-26.6,-12.6
515,2009-06-18 04:39:00,23.7S,16.0W,57.4,,,,,33000000000.0,0.11,2009,6,-23.7,-16.0
516,2009-06-09 22:42:28,54.9N,152.7W,34.2,,,,,281000000000.0,0.76,2009,6,54.9,-152.7
517,2009-05-31 06:05:47,19.7N,121.0W,,,,,,143000000000.0,0.42,2009,5,19.7,-121.0
519,2009-05-04 11:39:03,36.4N,160.4W,40.7,,,,,140000000000.0,0.41,2009,5,36.4,-160.4
520,2009-04-20 04:01:39,6.0N,84.3E,,,,,,22000000000.0,0.079,2009,4,6.0,84.3
521,2009-04-10 18:42:45,44.7S,25.7E,32.4,19.1,-18.9,2.6,0.3,270000000000.0,0.73,2009,4,-44.7,25.7
522,2009-03-15 05:44:33,21.7S,98.6W,,,,,,32000000000.0,0.11,2009,3,-21.7,-98.6
525,2009-02-20 12:15:57,64.9S,70.0W,,,,,,50000000000.0,0.16,2009,2,-64.9,-70.0
526,2009-02-07 19:51:32,56.6N,69.8E,40.0,15.4,-2.4,-1.9,-15.1,1600000000000.0,3.5,2009,2,56.6,69.8
527,2009-01-12 22:24:56,47.8N,44.3W,,,,,,48000000000.0,0.16,2009,1,47.8,-44.3
528,2009-01-10 07:42:39,64.0S,122.8E,26.5,,,,,23000000000.0,0.082,2009,1,-64.0,122.8
529,2008-12-24 15:51:58,68.9S,102.0W,21.1,24.1,-13.4,18.0,8.8,35000000000.0,0.12,2008,12,-68.9,-102.0
530,2008-12-12 11:36:36,7.0S,9.7W,50.0,,,,,216000000000.0,0.6,2008,12,-7.0,-9.7
532,2008-11-24 22:01:19,57.9S,146.1E,34.8,23.7,21.5,10.0,0.4,146000000000.0,0.42,2008,11,-57.9,146.1
533,2008-11-21 00:26:44,53.1N,109.9W,28.2,12.9,3.9,-4.1,-11.6,142000000000.0,0.41,2008,11,53.1,-109.9
534,2008-11-18 09:41:51,29.4S,75.9E,35.2,22.4,-4.0,-15.2,-16.0,25000000000.0,0.089,2008,11,-29.4,75.9
535,2008-11-09 02:38:34,14.5N,112.7E,29.6,,,,,222000000000.0,0.61,2008,11,14.5,112.7
536,2008-10-21 02:20:25,32.8N,165.6W,29.6,11.3,9.6,5.8,1.5,46000000000.0,0.15,2008,10,32.8,-165.6
537,2008-10-10 09:34:18,57.3S,17.0E,21.4,,,,,180000000000.0,0.51,2008,10,-57.3,17.0
538,2008-10-07 02:45:45,20.9N,31.4E,38.9,13.3,-9.0,9.0,3.8,395000000000.0,1.0,2008,10,20.9,31.4
540,2008-08-16 14:40:24,11.3N,97.2E,,,,,,131000000000.0,0.38,2008,8,11.3,97.2
541,2008-08-12 11:44:10,11.6S,175.0W,,,,,,20000000000.0,0.073,2008,8,-11.6,-175.0
542,2008-08-07 06:07:10,18.5N,180.0E,45.4,13.8,6.5,-12.1,1.7,41000000000.0,0.14,2008,8,18.5,180.0
543,2008-07-23 14:45:25,38.6N,68.0E,31.5,14.5,-7.7,-8.2,-9.1,121000000000.0,0.36,2008,7,38.6,68.0
544,2008-07-22 19:34:00,17.8S,89.2W,54.4,,,,,61000000000.0,0.2,2008,7,-17.8,-89.2
546,2008-07-08 15:55:30,72.8N,147.3E,52.2,21.7,-12.9,1.9,-17.4,66000000000.0,0.21,2008,7,72.8,147.3
547,2008-07-01 17:40:19,37.1N,115.7W,36.1,9.8,2.8,1.7,-9.2,36000000000.0,0.12,2008,7,37.1,-115.7
548,2008-06-27 02:01:23,26.9S,17.7W,33.7,23.1,-17.9,13.0,6.6,172000000000.0,0.49,2008,6,-26.9,-17.7
549,2008-06-18 13:45:36,6.1N,103.1E,,,,,,21000000000.0,0.076,2008,6,6.1,103.1
550,2008-05-29 21:23:56,15.7N,83.5W,,,,,,21000000000.0,0.076,2008,5,15.7,-83.5
551,2008-05-24 10:18:10,0.8N,162.0E,37.0,14.2,7.9,3.1,11.4,150000000000.0,0.43,2008,5,0.8,162.0
552,2008-05-22 20:50:28,46.9N,134.5E,,,,,,21000000000.0,0.076,2008,5,46.9,134.5
553,2008-05-15 11:29:55,28.0N,41.5W,,,,,,80000000000.0,0.25,2008,5,28.0,-41.5
555,2008-04-30 01:18:38,33.6S,35.1W,,,,,,20000000000.0,0.073,2008,4,-33.6,-35.1
556,2008-04-07 01:22:28,31.8S,58.5W,,,,,,21000000000.0,0.076,2008,4,-31.8,-58.5
558,2008-03-15 11:29:55,28.0N,41.5W,26.7,12.9,-4.1,4.8,-11.2,50000000000.0,0.16,2008,3,28.0,-41.5
560,2008-02-19 13:30:30,48.9N,119.8W,,,,,,20000000000.0,0.073,2008,2,48.9,-119.8
562,2008-02-17 12:19:16,74.9N,73.4W,40.4,13.9,-5.8,-10.7,-6.7,110000000000.0,0.33,2008,2,74.9,-73.4
565,2008-01-09 03:53:15,66.8S,67.3W,31.5,11.6,4.3,5.7,9.1,41000000000.0,0.14,2008,1,-66.8,-67.3
566,2007-12-26 06:46:20,61.6S,158.9W,,,,,,136000000000.0,0.4,2007,12,-61.6,-158.9
567,2007-12-20 17:00:48,51.3N,115.4E,,,,,,122000000000.0,0.36,2007,12,51.3,115.4
568,2007-10-25 19:35:38,40.9S,91.3E,46.3,,,,,58000000000.0,0.19,2007,10,-40.9,91.3
569,2007-10-12 09:14:03,88.5N,116.6E,37.0,18.4,-4.5,-14.1,-10.9,33000000000.0,0.11,2007,10,88.5,116.6
570,2007-10-07 13:31:01,35.2S,125.6E,,,,,,58000000000.0,0.19,2007,10,-35.2,125.6
571,2007-09-22 17:57:12,49.2S,85.5W,30.2,16.9,-9.2,13.6,3.8,237000000000.0,0.65,2007,9,-49.2,-85.5
572,2007-06-11 09:47:05,23.4S,170.9W,35.2,17.0,16.7,-2.1,-2.2,49000000000.0,0.16,2007,6,-23.4,-170.9
573,2007-06-08 13:32:00,52.0S,175.3E,38.9,,,,,235000000000.0,0.65,2007,6,-52.0,175.3
574,2007-06-07 21:28:12,21.9N,53.1E,29.6,,,,,31000000000.0,0.11,2007,6,21.9,53.1
575,2007-05-16 16:20:58,4.5S,111.7E,,,,,,38000000000.0,0.13,2007,5,-4.5,111.7
576,2007-05-16 04:45:52,42.4S,164.0E,31.5,,,,,400000000000.0,1.0,2007,5,-42.4,164.0
577,2007-05-04 17:52:39,22.9N,109.4E,48.0,,,,,175000000000.0,0.5,2007,5,22.9,109.4
578,2007-04-18 12:44:23,83.7S,171.2W,38.0,24.4,-5.3,-2.5,23.7,112000000000.0,0.33,2007,4,-83.7,-171.2
580,2007-03-17 06:48:35,7.1N,4.1E,32.5,14.5,-7.3,-1.9,-12.4,40000000000.0,0.13,2007,3,7.1,4.1
581,2007-03-15 02:20:15,44.1S,148.4W,,,,,,25000000000.0,0.089,2007,3,-44.1,-148.4
583,2007-02-02 12:48:41,24.0N,37.2W,35.5,,,,,340000000000.0,0.89,2007,2,24.0,-37.2
584,2007-01-26 22:22:21,3.7N,99.7E,,,,,,147000000000.0,0.43,2007,1,3.7,99.7
585,2007-01-22 07:24:56,45.4N,53.5E,32.0,13.4,-3.3,-12.8,-1.9,76000000000.0,0.24,2007,1,45.4,53.5
586,2007-01-18 13:51:10,5.3N,164.3W,34.1,,,,,32000000000.0,0.11,2007,1,5.3,-164.3
587,2007-01-17 09:50:46,8.7S,50.8E,33.3,,,,,548000000000.0,1.4,2007,1,-8.7,50.8
588,2007-01-01 11:43:29,44.4N,116.5E,53.0,,,,,36000000000.0,0.12,2007,1,44.4,116.5
589,2006-12-09 06:31:12,26.2N,26.0E,26.5,15.9,4.9,-15.0,1.6,7410000000000.0,14.0,2006,12,26.2,26.0
590,2006-12-07 11:42:00,14.0N,140.0W,,,,,,21000000000.0,0.076,2006,12,14.0,-140.0
591,2006-12-01 06:09:25,13.0S,30.7E,,,,,,63000000000.0,0.2,2006,12,-13.0,30.7
592,2006-11-13 15:16:34,44.0S,43.3E,,,,,,23000000000.0,0.082,2006,11,-44.0,43.3
593,2006-10-24 08:42:52,1.9S,2.7W,43.0,,,,,225000000000.0,0.62,2006,10,-1.9,-2.7
594,2006-10-14 18:10:49,49.4N,175.0W,44.4,23.9,4.9,23.4,-1.0,258000000000.0,0.7,2006,10,49.4,-175.0
595,2006-10-09 04:45:30,47.0S,78.9E,22.2,,,,,41000000000.0,0.14,2006,10,-47.0,78.9
596,2006-10-07 12:18:53,23.0S,61.8W,40.7,,,,,41000000000.0,0.14,2006,10,-23.0,-61.8
597,2006-10-02 19:10:27,14.0N,53.1E,42.0,,,,,90000000000.0,0.28,2006,10,14.0,53.1
598,2006-09-27 08:33:43,32.0S,60.2E,48.1,,,,,107000000000.0,0.32,2006,9,-32.0,60.2
599,2006-09-23 18:52:58,29.0S,108.0W,,,,,,121000000000.0,0.36,2006,9,-29.0,-108.0
601,2006-09-02 04:26:15,14.0S,109.1E,44.1,14.2,10.0,-9.9,1.5,1230000000000.0,2.8,2006,9,-14.0,109.1
602,2006-08-29 01:38:36,44.0S,162.0W,40.7,,,,,92000000000.0,0.28,2006,8,-44.0,-162.0
603,2006-08-18 00:03:18,43.0S,33.4E,47.2,,,,,32000000000.0,0.11,2006,8,-43.0,33.4
604,2006-08-17 10:43:34,11.0S,165.7E,48.2,,,,,256000000000.0,0.7,2006,8,-11.0,165.7
605,2006-08-15 10:52:24,4.9N,49.6E,32.7,,,,,47000000000.0,0.16,2006,8,4.9,49.6
606,2006-08-09 04:30:44,23.1S,53.7E,37.0,,,,,1020000000000.0,2.4,2006,8,-23.1,53.7
607,2006-07-15 23:55:45,78.3S,5.0W,29.6,12.4,0.1,2.0,12.2,85000000000.0,0.26,2006,7,-78.3,-5.0
608,2006-07-15 15:22:49,31.1N,45.6E,38.9,30.2,9.2,-1.2,-28.7,163000000000.0,0.47,2006,7,31.1,45.6
609,2006-06-07 00:06:28,69.2N,22.5E,40.7,19.6,6.1,4.6,-18.0,59000000000.0,0.19,2006,6,69.2,22.5
611,2006-05-21 07:51:11,11.6S,25.5W,,,,,,263000000000.0,0.71,2006,5,-11.6,-25.5
613,2006-05-06 15:39:06,60.2S,152.3W,35.2,,,,,128000000000.0,0.38,2006,5,-60.2,-152.3
615,2006-04-08 13:16:23,17.3N,113.2W,33.3,,,,,127000000000.0,0.37,2006,4,17.3,-113.2
616,2006-04-04 11:30:08,26.6N,26.6W,25.0,,,,,2400000000000.0,5.0,2006,4,26.6,-26.6
617,2006-03-14 03:21:06,7.0N,64.6W,35.2,,,,,144000000000.0,0.42,2006,3,7.0,-64.6
619,2006-02-06 01:57:37,54.5S,18.1E,35.2,,,,,1190000000000.0,2.7,2006,2,-54.5,18.1
620,2006-02-04 08:38:05,36.9N,143.6W,38.9,19.8,-8.8,3.4,-17.4,100000000000.0,0.3,2006,2,36.9,-143.6
621,2006-01-28 03:33:48,51.7S,56.4E,37.0,18.7,8.4,-16.4,3.2,740000000000.0,1.8,2006,1,-51.7,56.4
622,2006-01-27 01:27:42,58.7N,74.7E,20.0,,,,,45000000000.0,0.15,2006,1,58.7,74.7
623,2006-01-26 00:00:53,79.8S,111.0W,37.0,,,,,53000000000.0,0.17,2006,1,-79.8,-111.0
624,2006-01-10 23:25:28,29.8N,12.7W,32.4,16.9,-9.9,-6.3,-12.2,28000000000.0,0.098,2006,1,29.8,-12.7
625,2006-01-08 05:20:19,7.6N,28.2W,,,,,,94000000000.0,0.29,2006,1,7.6,-28.2
626,2005-12-29 10:05:35,3.0S,154.9W,42.2,20.7,18.6,8.5,3.2,190000000000.0,0.53,2005,12,-3.0,-154.9
627,2005-12-24 15:30:26,54.0S,17.3E,66.0,,,,,181000000000.0,0.51,2005,12,-54.0,17.3
628,2005-12-03 12:45:49,33.8S,117.4E,32.2,17.0,-12.1,-9.6,7.2,88000000000.0,0.27,2005,12,-33.8,117.4
629,2005-12-01 10:40:20,6.4S,155.8W,,,,,,32000000000.0,0.11,2005,12,-6.4,-155.8
630,2005-11-29 07:33:16,7.6N,58.2W,59.3,,,,,32000000000.0,0.11,2005,11,7.6,-58.2
631,2005-11-15 05:19:07,26.3N,113.4W,32.4,,,,,25000000000.0,0.089,2005,11,26.3,-113.4
632,2005-11-11 20:34:23,21.4N,134.1W,29.6,,,,,42000000000.0,0.14,2005,11,21.4,-134.1
633,2005-11-09 07:33:08,31.0S,145.9E,30.7,13.8,13.5,-2.7,-0.7,73000000000.0,0.23,2005,11,-31.0,145.9
634,2005-11-02 07:04:32,33.9N,154.9W,68.5,,,,,32000000000.0,0.11,2005,11,33.9,-154.9
635,2005-11-02 05:16:47,22.9N,123.8W,74.0,,,,,67000000000.0,0.21,2005,11,22.9,-123.8
636,2005-10-26 21:30:47,36.3S,80.5W,16.7,,,,,138000000000.0,0.4,2005,10,-36.3,-80.5
637,2005-09-30 19:04:06,2.8S,84.1W,53.0,,,,,22000000000.0,0.079,2005,9,-2.8,-84.1
638,2005-09-14 01:08:52,11.6N,27.3E,33.3,,,,,25000000000.0,0.089,2005,9,11.6,27.3
639,2005-09-02 07:59:47,13.5N,73.1E,,,,,,82000000000.0,0.25,2005,9,13.5,73.1
641,2005-08-09 14:35:45,21.5S,56.2E,37.0,16.9,-16.3,4.3,1.4,25000000000.0,0.089,2005,8,-21.5,56.2
642,2005-07-01 22:36:15,49.8S,33.1E,50.0,,,,,31000000000.0,0.11,2005,7,-49.8,33.1
643,2005-06-18 19:40:41,47.9N,85.6E,,,,,,23000000000.0,0.082,2005,6,47.9,85.6
644,2005-06-05 01:56:09,34.8N,90.9E,,,,,,41000000000.0,0.14,2005,6,34.8,90.9
645,2005-06-03 08:15:41,31.0S,90.3W,29.6,26.2,-1.5,25.3,6.7,82000000000.0,0.25,2005,6,-31.0,-90.3
646,2005-05-27 14:12:13,48.9S,145.1E,50.5,,,,,20000000000.0,0.073,2005,5,-48.9,145.1
648,2005-05-07 09:31:44,75.8S,163.7E,15.2,16.6,9.6,-9.7,9.4,26000000000.0,0.092,2005,5,-75.8,163.7
649,2005-05-02 20:10:36,17.7N,36.0E,,,,,,46000000000.0,0.15,2005,5,17.7,36.0
650,2005-04-22 11:18:05,20.9N,36.7W,37.0,,,,,22000000000.0,0.079,2005,4,20.9,-36.7
651,2005-04-19 07:37:47,50.2S,146.4W,38.5,16.8,9.3,13.8,2.5,232000000000.0,0.64,2005,4,-50.2,-146.4
653,2005-04-15 06:54:59,43.8S,73.9W,39.0,,,,,21000000000.0,0.076,2005,4,-43.8,-73.9
654,2005-04-14 14:05:22,4.9N,176.0W,26.5,,,,,71000000000.0,0.22,2005,4,4.9,-176.0
655,2005-04-11 05:20:29,34.2S,95.7W,37.0,,,,,106000000000.0,0.32,2005,4,-34.2,-95.7
656,2005-04-06 01:30:24,42.7S,154.6E,70.0,,,,,29000000000.0,0.1,2005,4,-42.7,154.6
658,2005-04-03 01:45:29,1.0S,112.4E,59.2,,,,,219000000000.0,0.61,2005,4,-1.0,112.4
659,2005-04-02 22:52:25,14.1N,169.7E,27.2,,,,,204000000000.0,0.57,2005,4,14.1,169.7
660,2005-03-31 22:15:55,42.8N,36.2W,,,,,,38000000000.0,0.13,2005,3,42.8,-36.2
661,2005-03-18 16:48:32,9.7S,34.7W,33.0,,,,,27000000000.0,0.095,2005,3,-9.7,-34.7
663,2005-03-09 15:47:36,21.4S,157.9W,44.4,,,,,53000000000.0,0.17,2005,3,-21.4,-157.9
664,2005-03-09 12:49:08,14.3N,142.7E,30.7,,,,,40000000000.0,0.13,2005,3,14.3,142.7
667,2005-02-17 22:52:36,48.0N,161.5W,42.5,,,,,100000000000.0,0.3,2005,2,48.0,-161.5
668,2005-01-19 01:43:14,27.5S,164.9W,40.7,,,,,141000000000.0,0.41,2005,1,-27.5,-164.9
669,2005-01-02 23:09:51,21.3S,154.7E,35.2,21.5,20.2,-3.3,6.6,119000000000.0,0.35,2005,1,-21.3,154.7
670,2005-01-01 03:44:09,32.7N,12.4E,31.8,,,,,454000000000.0,1.2,2005,1,32.7,12.4
671,2004-12-29 07:11:45,8.5S,171.8E,,,,,,90000000000.0,0.28,2004,12,-8.5,171.8
672,2004-12-13 11:35:55,9.7S,155.3E,,,,,,39000000000.0,0.13,2004,12,-9.7,155.3
673,2004-12-11 15:36:51,36.0N,104.1E,,,,,,30000000000.0,0.1,2004,12,36.0,104.1
674,2004-11-30 08:32:53,61.0N,171.0W,,,,,,181000000000.0,0.51,2004,11,61.0,-171.0
678,2004-10-07 13:14:43,27.3S,71.5E,35.0,19.2,-15.3,1.0,11.6,10400000000000.0,18.0,2004,10,-27.3,71.5
679,2004-10-04 04:39:52,3.7N,150.9W,,,,,,71000000000.0,0.22,2004,10,3.7,-150.9
680,2004-09-28 08:57:28,0.2N,101.1W,,,,,,62000000000.0,0.2,2004,9,0.2,-101.1
681,2004-09-03 12:07:22,67.7S,18.2E,31.5,,,,,7260000000000.0,13.0,2004,9,-67.7,18.2
682,2004-08-22 10:01:33,51.9S,22.7E,37.0,,,,,1440000000000.0,3.2,2004,8,-51.9,22.7
689,2004-06-12 07:13:56,21.7N,175.3E,,,,,,104000000000.0,0.31,2004,6,21.7,175.3
691,2004-06-05 20:34:10,1.3N,174.4W,43.0,19.5,9.4,17.0,-1.5,1810000000000.0,3.9,2004,6,1.3,-174.4
694,2004-06-03 09:40:12,48.9N,120.4W,,,,,,54000000000.0,0.18,2004,6,48.9,-120.4
695,2004-05-18 11:12:12,28.1S,47.4W,,,,,,394000000000.0,1.0,2004,5,-28.1,-47.4
696,2004-05-17 02:08:27,18.9S,28.3E,44.0,,,,,55000000000.0,0.18,2004,5,-18.9,28.3
699,2004-04-22 21:19:55,15.2S,55.1E,,,,,,139000000000.0,0.41,2004,4,-15.2,55.1
700,2004-04-22 04:21:49,44.3S,83.3E,29.6,16.3,8.5,-12.1,-6.8,624000000000.0,1.5,2004,4,-44.3,83.3
701,2004-04-06 03:24:49,12.0S,162.8E,35.0,25.6,10.5,-23.2,-2.9,433000000000.0,1.1,2004,4,-12.0,162.8
702,2004-03-26 16:35:45,7.6S,155.1E,46.0,,,,,24000000000.0,0.086,2004,3,-7.6,155.1
703,2004-03-25 09:39:26,4.8S,21.0E,,,,,,21000000000.0,0.076,2004,3,-4.8,21.0
705,2004-02-02 18:52:20,18.3S,52.3E,,,,,,30000000000.0,0.1,2004,2,-18.3,52.3
706,2004-01-22 01:06:43,50.6S,157.8E,37.0,,,,,232000000000.0,0.64,2004,1,-50.6,157.8
709,2004-01-02 04:27:59,28.2S,3.2E,63.0,,,,,134000000000.0,0.39,2004,1,-28.2,3.2
710,2003-12-09 22:36:23,67.1S,90.8W,,,,,,643000000000.0,1.6,2003,12,-67.1,-90.8
711,2003-11-26 02:00:04,22.9S,22.7E,32.0,,,,,35000000000.0,0.12,2003,11,-22.9,22.7
712,2003-11-10 13:54:06,64.5S,136.2E,23.0,20.1,14.8,-8.7,10.4,518000000000.0,1.3,2003,11,-64.5,136.2
713,2003-11-01 14:09:30,51.4S,151.7E,,,,,,73000000000.0,0.23,2003,11,-51.4,151.7
717,2003-09-27 12:59:02,21.0N,86.6E,26.0,18.2,-1.0,-5.4,-17.3,2150000000000.0,4.6,2003,9,21.0,86.6
721,2003-09-02 20:00:46,51.3N,161.0W,,,,,,385000000000.0,1.0,2003,9,51.3,-161.0
